series_id,date,value
A85002072C,1994-11-15,678.9
A85002072C,1995-05-15,689.4
A85002072C,1995-11-15,732.5
A85002072C,1996-05-15,775.4
A85002072C,1996-11-15,761.1
A85002072C,1997-05-15,794.3
A85002072C,1997-11-15,799.4
A85002072C,1998-05-15,879.0
A85002072C,1998-11-15,863.3
A85002072C,1999-05-15,875.8
A85002072C,1999-11-15,891.7
A85002072C,2000-05-15,898.3
A85002072C,2000-11-15,925.4
A85002072C,2001-05-15,939.1
A85002072C,2001-11-15,977.7
A85002072C,2002-05-15,1028.7
A85002072C,2002-11-15,981.3
A85002072C,2003-05-15,1061.2
A85002072C,2003-11-15,1061.0
A85002072C,2004-05-15,1100.5
A85002072C,2004-11-15,1098.0
A85002072C,2005-05-15,1143.0
A85002072C,2005-11-15,1188.2
A85002072C,2006-05-15,1255.6
A85002072C,2006-11-15,1321.1
A85002072C,2007-05-15,1339.9
A85002072C,2007-11-15,1414.2
A85002072C,2008-05-15,1462.9
A85002072C,2008-11-15,1475.8
A85002072C,2009-05-15,1527.5
A85002072C,2009-11-15,1563.6
A85002072C,2010-05-15,1587.3
A85002072C,2010-11-15,1673.4
A85002072C,2011-05-15,1722.5
A85002072C,2011-11-15,1775.1
A85002072C,2012-05-15,1835.5
A85002072C,2012-11-15,1901.8
A85002072C,2013-05-15,1944.0
A85002072C,2013-11-15,1998.3
A85002072C,2014-05-15,1970.2
A85002072C,2014-11-15,2014.3
A85002072C,2015-05-15,2092.0
A85002072C,2015-11-15,2132.9
A85002072C,2016-05-15,2162.6
A85002072C,2016-11-15,2133.1
A85002072C,2017-05-15,2171.6
A85002072C,2017-11-15,2210.0
A84999997V,1994-11-15,510.6
A84999997V,1995-05-15,525.5
A84999997V,1995-11-15,530.7
A84999997V,1996-05-15,537.4
A84999997V,1996-11-15,533.2
A84999997V,1997-05-15,551.2
A84999997V,1997-11-15,556.6
A84999997V,1998-05-15,568.1
A84999997V,1998-11-15,597.6
A84999997V,1999-05-15,605.0
A84999997V,1999-11-15,616.5
A84999997V,2000-05-15,625.9
A84999997V,2000-11-15,629.3
A84999997V,2001-05-15,634.5
A84999997V,2001-11-15,647.3
A84999997V,2002-05-15,656.7
A84999997V,2002-11-15,702.2
A84999997V,2003-05-15,738.8
A84999997V,2003-11-15,743.3
A84999997V,2004-05-15,761.5
A84999997V,2004-11-15,783.8
A84999997V,2005-05-15,798.5
A84999997V,2005-11-15,806.6
A84999997V,2006-05-15,813.6
A84999997V,2006-11-15,850.3
A84999997V,2007-05-15,872.1
A84999997V,2007-11-15,922.1
A84999997V,2008-05-15,933.8
A84999997V,2008-11-15,963.8
A84999997V,2009-05-15,967.6
A84999997V,2009-11-15,961.4
A84999997V,2010-05-15,989.3
A84999997V,2010-11-15,1002.4
A84999997V,2011-05-15,991.6
A84999997V,2011-11-15,1002.0
A84999997V,2012-05-15,997.8
A84999997V,2012-11-15,1041.3
A84999997V,2013-05-15,1086.9
A84999997V,2013-11-15,1109.4
A84999997V,2014-05-15,1110.2
A84999997V,2014-11-15,1118.4
A84999997V,2015-05-15,1134.8
A84999997V,2015-11-15,1139.6
A84999997V,2016-05-15,1189.5
A84999997V,2016-11-15,1214.2
A84999997V,2017-05-15,1214.1
A84999997V,2017-11-15,1221.6
A84977842T,1994-11-15,566.5
A84977842T,1995-05-15,571.8
A84977842T,1995-11-15,599.3
A84977842T,1996-05-15,599.3
A84977842T,1996-11-15,632.1
A84977842T,1997-05-15,639.4
A84977842T,1997-11-15,650.5
A84977842T,1998-05-15,692.0
A84977842T,1998-11-15,697.6
A84977842T,1999-05-15,706.9
A84977842T,1999-11-15,720.7
A84977842T,2000-05-15,722.1
A84977842T,2000-11-15,763.8
A84977842T,2001-05-15,778.1
A84977842T,2001-11-15,828.0
A84977842T,2002-05-15,846.9
A84977842T,2002-11-15,836.5
A84977842T,2003-05-15,880.6
A84977842T,2003-11-15,896.5
A84977842T,2004-05-15,910.4
A84977842T,2004-11-15,922.6
A84977842T,2005-05-15,951.3
A84977842T,2005-11-15,977.2
A84977842T,2006-05-15,981.9
A84977842T,2006-11-15,997.2
A84977842T,2007-05-15,1030.1
A84977842T,2007-11-15,1040.5
A84977842T,2008-05-15,1066.9
A84977842T,2008-11-15,1111.5
A84977842T,2009-05-15,1148.3
A84977842T,2009-11-15,1193.5
A84977842T,2010-05-15,1228.7
A84977842T,2010-11-15,1266.7
A84977842T,2011-05-15,1308.8
A84977842T,2011-11-15,1338.3
A84977842T,2012-05-15,1325.1
A84977842T,2012-11-15,1439.8
A84977842T,2013-05-15,1447.2
A84977842T,2013-11-15,1454.8
A84977842T,2014-05-15,1491.6
A84977842T,2014-11-15,1509.3
A84977842T,2015-05-15,1541.3
A84977842T,2015-11-15,1584.2
A84977842T,2016-05-15,1566.8
A84977842T,2016-11-15,1638.5
A84977842T,2017-05-15,1645.2
A84977842T,2017-11-15,1670.3
A84983068F,1994-11-15,503.7
A84983068F,1995-05-15,506.8
A84983068F,1995-11-15,521.6
A84983068F,1996-05-15,553.1
A84983068F,1996-11-15,567.9
A84983068F,1997-05-15,592.0
A84983068F,1997-11-15,564.5
A84983068F,1998-05-15,548.6
A84983068F,1998-11-15,525.2
A84983068F,1999-05-15,581.6
A84983068F,1999-11-15,574.4
A84983068F,2000-05-15,565.0
A84983068F,2000-11-15,605.7
A84983068F,2001-05-15,573.2
A84983068F,2001-11-15,625.8
A84983068F,2002-05-15,607.9
A84983068F,2002-11-15,680.7
A84983068F,2003-05-15,703.9
A84983068F,2003-11-15,722.3
A84983068F,2004-05-15,775.1
A84983068F,2004-11-15,785.0
A84983068F,2005-05-15,822.8
A84983068F,2005-11-15,795.1
A84983068F,2006-05-15,806.2
A84983068F,2006-11-15,806.0
A84983068F,2007-05-15,847.0
A84983068F,2007-11-15,917.5
A84983068F,2008-05-15,930.7
A84983068F,2008-11-15,979.3
A84983068F,2009-05-15,969.4
A84983068F,2009-11-15,1010.9
A84983068F,2010-05-15,1062.7
A84983068F,2010-11-15,1110.3
A84983068F,2011-05-15,1105.5
A84983068F,2011-11-15,1136.5
A84983068F,2012-05-15,1145.0
A84983068F,2012-11-15,1185.0
A84983068F,2013-05-15,1145.0
A84983068F,2013-11-15,1188.5
A84983068F,2014-05-15,1206.2
A84983068F,2014-11-15,1257.4
A84983068F,2015-05-15,1253.4
A84983068F,2015-11-15,1204.6
A84983068F,2016-05-15,1238.2
A84983068F,2016-11-15,1213.0
A84983068F,2017-05-15,1224.7
A84983068F,2017-11-15,1272.5
A84996745V,1994-11-15,531.0
A84996745V,1995-05-15,547.6
A84996745V,1995-11-15,541.7
A84996745V,1996-05-15,574.9
A84996745V,1996-11-15,576.7
A84996745V,1997-05-15,583.8
A84996745V,1997-11-15,588.3
A84996745V,1998-05-15,609.1
A84996745V,1998-11-15,613.8
A84996745V,1999-05-15,615.2
A84996745V,1999-11-15,634.4
A84996745V,2000-05-15,643.1
A84996745V,2000-11-15,657.3
A84996745V,2001-05-15,707.6
A84996745V,2001-11-15,713.0
A84996745V,2002-05-15,731.9
A84996745V,2002-11-15,711.3
A84996745V,2003-05-15,733.8
A84996745V,2003-11-15,766.8
A84996745V,2004-05-15,785.0
A84996745V,2004-11-15,800.5
A84996745V,2005-05-15,804.2
A84996745V,2005-11-15,825.9
A84996745V,2006-05-15,867.8
A84996745V,2006-11-15,917.5
A84996745V,2007-05-15,924.0
A84996745V,2007-11-15,957.1
A84996745V,2008-05-15,949.8
A84996745V,2008-11-15,963.0
A84996745V,2009-05-15,989.7
A84996745V,2009-11-15,968.2
A84996745V,2010-05-15,973.2
A84996745V,2010-11-15,1011.1
A84996745V,2011-05-15,1076.4
A84996745V,2011-11-15,1140.3
A84996745V,2012-05-15,1191.9
A84996745V,2012-11-15,1232.3
A84996745V,2013-05-15,1308.7
A84996745V,2013-11-15,1312.0
A84996745V,2014-05-15,1289.9
A84996745V,2014-11-15,1268.4
A84996745V,2015-05-15,1258.9
A84996745V,2015-11-15,1243.7
A84996745V,2016-05-15,1257.2
A84996745V,2016-11-15,1263.5
A84996745V,2017-05-15,1317.2
A84996745V,2017-11-15,1342.7
A85003056W,1994-11-15,442.5
A85003056W,1995-05-15,452.9
A85003056W,1995-11-15,468.7
A85003056W,1996-05-15,486.2
A85003056W,1996-11-15,491.2
A85003056W,1997-05-15,495.0
A85003056W,1997-11-15,507.5
A85003056W,1998-05-15,502.7
A85003056W,1998-11-15,515.5
A85003056W,1999-05-15,518.7
A85003056W,1999-11-15,531.7
A85003056W,2000-05-15,547.8
A85003056W,2000-11-15,565.6
A85003056W,2001-05-15,577.3
A85003056W,2001-11-15,592.6
A85003056W,2002-05-15,611.8
A85003056W,2002-11-15,632.8
A85003056W,2003-05-15,637.9
A85003056W,2003-11-15,645.0
A85003056W,2004-05-15,650.0
A85003056W,2004-11-15,664.4
A85003056W,2005-05-15,688.0
A85003056W,2005-11-15,717.1
A85003056W,2006-05-15,723.8
A85003056W,2006-11-15,724.0
A85003056W,2007-05-15,745.9
A85003056W,2007-11-15,771.6
A85003056W,2008-05-15,787.0
A85003056W,2008-11-15,811.5
A85003056W,2009-05-15,821.7
A85003056W,2009-11-15,843.8
A85003056W,2010-05-15,869.2
A85003056W,2010-11-15,892.2
A85003056W,2011-05-15,906.7
A85003056W,2011-11-15,938.5
A85003056W,2012-05-15,919.2
A85003056W,2012-11-15,947.7
A85003056W,2013-05-15,944.6
A85003056W,2013-11-15,949.8
A85003056W,2014-05-15,980.6
A85003056W,2014-11-15,988.9
A85003056W,2015-05-15,1016.1
A85003056W,2015-11-15,1055.3
A85003056W,2016-05-15,1048.6
A85003056W,2016-11-15,1067.5
A85003056W,2017-05-15,1062.5
A85003056W,2017-11-15,1086.0
A84985852W,1994-11-15,452.3
A84985852W,1995-05-15,466.9
A84985852W,1995-11-15,481.6
A84985852W,1996-05-15,476.0
A84985852W,1996-11-15,498.4
A84985852W,1997-05-15,490.3
A84985852W,1997-11-15,507.0
A84985852W,1998-05-15,513.6
A84985852W,1998-11-15,511.7
A84985852W,1999-05-15,521.1
A84985852W,1999-11-15,551.3
A84985852W,2000-05-15,558.9
A84985852W,2000-11-15,580.0
A84985852W,2001-05-15,589.8
A84985852W,2001-11-15,596.7
A84985852W,2002-05-15,602.5
A84985852W,2002-11-15,628.3
A84985852W,2003-05-15,636.5
A84985852W,2003-11-15,645.3
A84985852W,2004-05-15,654.9
A84985852W,2004-11-15,664.7
A84985852W,2005-05-15,671.1
A84985852W,2005-11-15,690.4
A84985852W,2006-05-15,714.4
A84985852W,2006-11-15,724.6
A84985852W,2007-05-15,757.9
A84985852W,2007-11-15,765.4
A84985852W,2008-05-15,775.1
A84985852W,2008-11-15,775.4
A84985852W,2009-05-15,789.6
A84985852W,2009-11-15,821.9
A84985852W,2010-05-15,830.0
A84985852W,2010-11-15,868.9
A84985852W,2011-05-15,858.2
A84985852W,2011-11-15,906.8
A84985852W,2012-05-15,902.3
A84985852W,2012-11-15,959.5
A84985852W,2013-05-15,995.5
A84985852W,2013-11-15,993.7
A84985852W,2014-05-15,997.3
A84985852W,2014-11-15,979.3
A84985852W,2015-05-15,1014.2
A84985852W,2015-11-15,1006.6
A84985852W,2016-05-15,999.6
A84985852W,2016-11-15,1033.0
A84985852W,2017-05-15,1021.9
A84985852W,2017-11-15,1037.1
A84980092A,1994-11-15,601.2
A84980092A,1995-05-15,619.4
A84980092A,1995-11-15,591.0
A84980092A,1996-05-15,620.4
A84980092A,1996-11-15,655.6
A84980092A,1997-05-15,673.6
A84980092A,1997-11-15,686.7
A84980092A,1998-05-15,688.2
A84980092A,1998-11-15,708.7
A84980092A,1999-05-15,703.1
A84980092A,1999-11-15,714.4
A84980092A,2000-05-15,729.6
A84980092A,2000-11-15,746.3
A84980092A,2001-05-15,750.8
A84980092A,2001-11-15,767.1
A84980092A,2002-05-15,771.0
A84980092A,2002-11-15,809.9
A84980092A,2003-05-15,825.4
A84980092A,2003-11-15,841.1
A84980092A,2004-05-15,860.5
A84980092A,2004-11-15,902.8
A84980092A,2005-05-15,904.3
A84980092A,2005-11-15,906.1
A84980092A,2006-05-15,964.4
A84980092A,2006-11-15,943.6
A84980092A,2007-05-15,971.0
A84980092A,2007-11-15,963.6
A84980092A,2008-05-15,991.3
A84980092A,2008-11-15,1001.0
A84980092A,2009-05-15,1007.3
A84980092A,2009-11-15,1063.2
A84980092A,2010-05-15,1114.3
A84980092A,2010-11-15,1127.6
A84980092A,2011-05-15,1163.7
A84980092A,2011-11-15,1191.2
A84980092A,2012-05-15,1199.9
A84980092A,2012-11-15,1189.1
A84980092A,2013-05-15,1237.0
A84980092A,2013-11-15,1244.6
A84980092A,2014-05-15,1248.4
A84980092A,2014-11-15,1256.9
A84980092A,2015-05-15,1299.1
A84980092A,2015-11-15,1301.7
A84980092A,2016-05-15,1338.5
A84980092A,2016-11-15,1325.1
A84980092A,2017-05-15,1323.1
A84980092A,2017-11-15,1362.5
A84983218A,1994-11-15,579.4
A84983218A,1995-05-15,600.8
A84983218A,1995-11-15,616.0
A84983218A,1996-05-15,646.5
A84983218A,1996-11-15,652.1
A84983218A,1997-05-15,671.2
A84983218A,1997-11-15,694.0
A84983218A,1998-05-15,705.5
A84983218A,1998-11-15,716.3
A84983218A,1999-05-15,735.9
A84983218A,1999-11-15,758.6
A84983218A,2000-05-15,765.2
A84983218A,2000-11-15,781.9
A84983218A,2001-05-15,813.2
A84983218A,2001-11-15,819.7
A84983218A,2002-05-15,862.3
A84983218A,2002-11-15,905.0
A84983218A,2003-05-15,927.2
A84983218A,2003-11-15,930.7
A84983218A,2004-05-15,946.2
A84983218A,2004-11-15,990.1
A84983218A,2005-05-15,987.0
A84983218A,2005-11-15,1038.5
A84983218A,2006-05-15,1020.2
A84983218A,2006-11-15,1060.1
A84983218A,2007-05-15,1143.3
A84983218A,2007-11-15,1185.7
A84983218A,2008-05-15,1211.2
A84983218A,2008-11-15,1232.7
A84983218A,2009-05-15,1270.4
A84983218A,2009-11-15,1291.2
A84983218A,2010-05-15,1306.8
A84983218A,2010-11-15,1336.3
A84983218A,2011-05-15,1342.0
A84983218A,2011-11-15,1333.6
A84983218A,2012-05-15,1373.7
A84983218A,2012-11-15,1404.3
A84983218A,2013-05-15,1471.8
A84983218A,2013-11-15,1460.7
A84983218A,2014-05-15,1445.9
A84983218A,2014-11-15,1467.1
A84983218A,2015-05-15,1459.2
A84983218A,2015-11-15,1495.8
A84983218A,2016-05-15,1554.6
A84983218A,2016-11-15,1586.5
A84983218A,2017-05-15,1614.1
A84983218A,2017-11-15,1651.9
A84979267V,1994-11-15,547.9
A84979267V,1995-05-15,566.5
A84979267V,1995-11-15,582.6
A84979267V,1996-05-15,591.5
A84979267V,1996-11-15,636.3
A84979267V,1997-05-15,649.9
A84979267V,1997-11-15,692.5
A84979267V,1998-05-15,685.6
A84979267V,1998-11-15,708.4
A84979267V,1999-05-15,696.3
A84979267V,1999-11-15,721.1
A84979267V,2000-05-15,736.1
A84979267V,2000-11-15,740.7
A84979267V,2001-05-15,780.2
A84979267V,2001-11-15,821.6
A84979267V,2002-05-15,824.5
A84979267V,2002-11-15,843.0
A84979267V,2003-05-15,863.9
A84979267V,2003-11-15,893.9
A84979267V,2004-05-15,923.0
A84979267V,2004-11-15,929.7
A84979267V,2005-05-15,968.3
A84979267V,2005-11-15,996.6
A84979267V,2006-05-15,1011.2
A84979267V,2006-11-15,1026.5
A84979267V,2007-05-15,1055.8
A84979267V,2007-11-15,1082.4
A84979267V,2008-05-15,1128.8
A84979267V,2008-11-15,1148.5
A84979267V,2009-05-15,1157.7
A84979267V,2009-11-15,1175.3
A84979267V,2010-05-15,1202.5
A84979267V,2010-11-15,1235.7
A84979267V,2011-05-15,1231.5
A84979267V,2011-11-15,1254.0
A84979267V,2012-05-15,1275.1
A84979267V,2012-11-15,1307.7
A84979267V,2013-05-15,1334.3
A84979267V,2013-11-15,1330.8
A84979267V,2014-05-15,1360.2
A84979267V,2014-11-15,1411.6
A84979267V,2015-05-15,1425.9
A84979267V,2015-11-15,1477.9
A84979267V,2016-05-15,1486.5
A84979267V,2016-11-15,1495.4
A84979267V,2017-05-15,1498.8
A84979267V,2017-11-15,1572.2
A84996895A,1994-11-15,486.3
A84996895A,1995-05-15,500.1
A84996895A,1995-11-15,520.4
A84996895A,1996-05-15,532.1
A84996895A,1996-11-15,550.4
A84996895A,1997-05-15,530.0
A84996895A,1997-11-15,546.1
A84996895A,1998-05-15,576.3
A84996895A,1998-11-15,587.3
A84996895A,1999-05-15,569.3
A84996895A,1999-11-15,581.4
A84996895A,2000-05-15,589.5
A84996895A,2000-11-15,640.4
A84996895A,2001-05-15,631.9
A84996895A,2001-11-15,685.6
A84996895A,2002-05-15,707.6
A84996895A,2002-11-15,711.3
A84996895A,2003-05-15,731.4
A84996895A,2003-11-15,742.7
A84996895A,2004-05-15,730.8
A84996895A,2004-11-15,765.3
A84996895A,2005-05-15,793.7
A84996895A,2005-11-15,811.4
A84996895A,2006-05-15,825.8
A84996895A,2006-11-15,820.7
A84996895A,2007-05-15,846.7
A84996895A,2007-11-15,881.2
A84996895A,2008-05-15,903.8
A84996895A,2008-11-15,948.2
A84996895A,2009-05-15,955.4
A84996895A,2009-11-15,989.9
A84996895A,2010-05-15,1032.0
A84996895A,2010-11-15,999.6
A84996895A,2011-05-15,1004.2
A84996895A,2011-11-15,1033.5
A84996895A,2012-05-15,1052.4
A84996895A,2012-11-15,1089.8
A84996895A,2013-05-15,1115.0
A84996895A,2013-11-15,1107.6
A84996895A,2014-05-15,1054.1
A84996895A,2014-11-15,1078.5
A84996895A,2015-05-15,1046.5
A84996895A,2015-11-15,1122.2
A84996895A,2016-05-15,1165.4
A84996895A,2016-11-15,1180.1
A84996895A,2017-05-15,1212.5
A84996895A,2017-11-15,1227.8
A84977992X,1994-11-15,580.8
A84977992X,1995-05-15,598.7
A84977992X,1995-11-15,611.6
A84977992X,1996-05-15,621.7
A84977992X,1996-11-15,660.9
A84977992X,1997-05-15,632.9
A84977992X,1997-11-15,652.7
A84977992X,1998-05-15,682.7
A84977992X,1998-11-15,701.6
A84977992X,1999-05-15,682.9
A84977992X,1999-11-15,713.5
A84977992X,2000-05-15,720.8
A84977992X,2000-11-15,779.5
A84977992X,2001-05-15,768.6
A84977992X,2001-11-15,820.9
A84977992X,2002-05-15,839.9
A84977992X,2002-11-15,854.2
A84977992X,2003-05-15,880.4
A84977992X,2003-11-15,886.0
A84977992X,2004-05-15,870.5
A84977992X,2004-11-15,917.2
A84977992X,2005-05-15,960.9
A84977992X,2005-11-15,977.2
A84977992X,2006-05-15,992.4
A84977992X,2006-11-15,983.3
A84977992X,2007-05-15,1017.3
A84977992X,2007-11-15,1052.7
A84977992X,2008-05-15,1083.3
A84977992X,2008-11-15,1138.5
A84977992X,2009-05-15,1146.7
A84977992X,2009-11-15,1186.6
A84977992X,2010-05-15,1213.6
A84977992X,2010-11-15,1252.8
A84977992X,2011-05-15,1253.1
A84977992X,2011-11-15,1292.9
A84977992X,2012-05-15,1325.3
A84977992X,2012-11-15,1344.9
A84977992X,2013-05-15,1344.7
A84977992X,2013-11-15,1409.7
A84977992X,2014-05-15,1414.3
A84977992X,2014-11-15,1446.6
A84977992X,2015-05-15,1465.3
A84977992X,2015-11-15,1483.7
A84977992X,2016-05-15,1463.2
A84977992X,2016-11-15,1468.9
A84977992X,2017-05-15,1500.2
A84977992X,2017-11-15,1536.0
A84992368A,1994-11-15,528.9
A84992368A,1995-05-15,536.9
A84992368A,1995-11-15,548.5
A84992368A,1996-05-15,560.9
A84992368A,1996-11-15,599.3
A84992368A,1997-05-15,562.8
A84992368A,1997-11-15,571.5
A84992368A,1998-05-15,606.7
A84992368A,1998-11-15,621.1
A84992368A,1999-05-15,609.2
A84992368A,1999-11-15,635.9
A84992368A,2000-05-15,642.7
A84992368A,2000-11-15,704.0
A84992368A,2001-05-15,701.3
A84992368A,2001-11-15,738.9
A84992368A,2002-05-15,749.5
A84992368A,2002-11-15,757.7
A84992368A,2003-05-15,766.8
A84992368A,2003-11-15,777.4
A84992368A,2004-05-15,774.9
A84992368A,2004-11-15,825.0
A84992368A,2005-05-15,848.5
A84992368A,2005-11-15,864.7
A84992368A,2006-05-15,872.9
A84992368A,2006-11-15,862.4
A84992368A,2007-05-15,893.6
A84992368A,2007-11-15,915.5
A84992368A,2008-05-15,935.0
A84992368A,2008-11-15,993.0
A84992368A,2009-05-15,1001.5
A84992368A,2009-11-15,1064.3
A84992368A,2010-05-15,1087.6
A84992368A,2010-11-15,1085.4
A84992368A,2011-05-15,1074.8
A84992368A,2011-11-15,1042.1
A84992368A,2012-05-15,1100.0
A84992368A,2012-11-15,1113.8
A84992368A,2013-05-15,1191.3
A84992368A,2013-11-15,1213.5
A84992368A,2014-05-15,1139.0
A84992368A,2014-11-15,1146.6
A84992368A,2015-05-15,1160.2
A84992368A,2015-11-15,1185.6
A84992368A,2016-05-15,1212.6
A84992368A,2016-11-15,1201.0
A84992368A,2017-05-15,1234.0
A84992368A,2017-11-15,1255.8
A84972787W,1994-11-15,598.5
A84972787W,1995-05-15,614.6
A84972787W,1995-11-15,626.1
A84972787W,1996-05-15,635.4
A84972787W,1996-11-15,665.6
A84972787W,1997-05-15,672.0
A84972787W,1997-11-15,678.8
A84972787W,1998-05-15,698.7
A84972787W,1998-11-15,723.6
A84972787W,1999-05-15,730.2
A84972787W,1999-11-15,753.9
A84972787W,2000-05-15,762.5
A84972787W,2000-11-15,788.7
A84972787W,2001-05-15,799.3
A84972787W,2001-11-15,825.6
A84972787W,2002-05-15,842.4
A84972787W,2002-11-15,867.8
A84972787W,2003-05-15,881.5
A84972787W,2003-11-15,913.2
A84972787W,2004-05-15,920.6
A84972787W,2004-11-15,958.0
A84972787W,2005-05-15,970.4
A84972787W,2005-11-15,1002.3
A84972787W,2006-05-15,1017.8
A84972787W,2006-11-15,1043.5
A84972787W,2007-05-15,1061.4
A84972787W,2007-11-15,1090.9
A84972787W,2008-05-15,1106.5
A84972787W,2008-11-15,1152.2
A84972787W,2009-05-15,1172.4
A84972787W,2009-11-15,1227.7
A84972787W,2010-05-15,1258.0
A84972787W,2010-11-15,1305.1
A84972787W,2011-05-15,1306.2
A84972787W,2011-11-15,1340.0
A84972787W,2012-05-15,1358.2
A84972787W,2012-11-15,1413.7
A84972787W,2013-05-15,1426.8
A84972787W,2013-11-15,1467.7
A84972787W,2014-05-15,1464.2
A84972787W,2014-11-15,1472.5
A84972787W,2015-05-15,1475.7
A84972787W,2015-11-15,1500.0
A84972787W,2016-05-15,1504.2
A84972787W,2016-11-15,1528.1
A84972787W,2017-05-15,1534.6
A84972787W,2017-11-15,1566.7
A84990052V,1994-11-15,665.6
A84990052V,1995-05-15,686.9
A84990052V,1995-11-15,685.9
A84990052V,1996-05-15,688.5
A84990052V,1996-11-15,725.1
A84990052V,1997-05-15,742.3
A84990052V,1997-11-15,747.6
A84990052V,1998-05-15,761.4
A84990052V,1998-11-15,788.2
A84990052V,1999-05-15,809.7
A84990052V,1999-11-15,817.3
A84990052V,2000-05-15,820.5
A84990052V,2000-11-15,841.4
A84990052V,2001-05-15,870.6
A84990052V,2001-11-15,884.8
A84990052V,2002-05-15,905.1
A84990052V,2002-11-15,924.0
A84990052V,2003-05-15,945.7
A84990052V,2003-11-15,956.6
A84990052V,2004-05-15,985.3
A84990052V,2004-11-15,1019.8
A84990052V,2005-05-15,1031.8
A84990052V,2005-11-15,1053.2
A84990052V,2006-05-15,1082.5
A84990052V,2006-11-15,1094.5
A84990052V,2007-05-15,1121.4
A84990052V,2007-11-15,1127.0
A84990052V,2008-05-15,1146.0
A84990052V,2008-11-15,1168.6
A84990052V,2009-05-15,1214.3
A84990052V,2009-11-15,1231.7
A84990052V,2010-05-15,1277.9
A84990052V,2010-11-15,1291.4
A84990052V,2011-05-15,1326.9
A84990052V,2011-11-15,1352.4
A84990052V,2012-05-15,1383.9
A84990052V,2012-11-15,1402.0
A84990052V,2013-05-15,1417.0
A84990052V,2013-11-15,1450.2
A84990052V,2014-05-15,1478.3
A84990052V,2014-11-15,1486.1
A84990052V,2015-05-15,1507.9
A84990052V,2015-11-15,1507.5
A84990052V,2016-05-15,1563.2
A84990052V,2016-11-15,1585.2
A84990052V,2017-05-15,1610.8
A84990052V,2017-11-15,1629.6
A84985927C,1994-11-15,599.1
A84985927C,1995-05-15,610.9
A84985927C,1995-11-15,606.5
A84985927C,1996-05-15,623.2
A84985927C,1996-11-15,629.0
A84985927C,1997-05-15,646.3
A84985927C,1997-11-15,663.4
A84985927C,1998-05-15,673.1
A84985927C,1998-11-15,685.7
A84985927C,1999-05-15,712.9
A84985927C,1999-11-15,717.0
A84985927C,2000-05-15,740.1
A84985927C,2000-11-15,740.8
A84985927C,2001-05-15,766.0
A84985927C,2001-11-15,770.0
A84985927C,2002-05-15,788.2
A84985927C,2002-11-15,785.4
A84985927C,2003-05-15,815.5
A84985927C,2003-11-15,845.7
A84985927C,2004-05-15,851.6
A84985927C,2004-11-15,847.5
A84985927C,2005-05-15,888.1
A84985927C,2005-11-15,881.2
A84985927C,2006-05-15,866.6
A84985927C,2006-11-15,873.7
A84985927C,2007-05-15,902.9
A84985927C,2007-11-15,921.8
A84985927C,2008-05-15,949.2
A84985927C,2008-11-15,972.6
A84985927C,2009-05-15,1019.4
A84985927C,2009-11-15,1051.4
A84985927C,2010-05-15,1062.9
A84985927C,2010-11-15,1084.1
A84985927C,2011-05-15,1114.9
A84985927C,2011-11-15,1108.9
A84985927C,2012-05-15,1095.1
A84985927C,2012-11-15,1158.5
A84985927C,2013-05-15,1179.9
A84985927C,2013-11-15,1194.0
A84985927C,2014-05-15,1211.0
A84985927C,2014-11-15,1242.7
A84985927C,2015-05-15,1262.9
A84985927C,2015-11-15,1293.9
A84985927C,2016-05-15,1321.9
A84985927C,2016-11-15,1358.3
A84985927C,2017-05-15,1390.2
A84985927C,2017-11-15,1405.5
A84973012J,1994-11-15,555.3
A84973012J,1995-05-15,568.8
A84973012J,1995-11-15,570.2
A84973012J,1996-05-15,608.2
A84973012J,1996-11-15,632.0
A84973012J,1997-05-15,607.4
A84973012J,1997-11-15,667.4
A84973012J,1998-05-15,652.7
A84973012J,1998-11-15,646.9
A84973012J,1999-05-15,638.4
A84973012J,1999-11-15,661.3
A84973012J,2000-05-15,671.7
A84973012J,2000-11-15,700.8
A84973012J,2001-05-15,715.7
A84973012J,2001-11-15,731.3
A84973012J,2002-05-15,746.7
A84973012J,2002-11-15,776.5
A84973012J,2003-05-15,804.7
A84973012J,2003-11-15,807.7
A84973012J,2004-05-15,805.3
A84973012J,2004-11-15,855.3
A84973012J,2005-05-15,841.0
A84973012J,2005-11-15,864.3
A84973012J,2006-05-15,824.4
A84973012J,2006-11-15,839.5
A84973012J,2007-05-15,871.4
A84973012J,2007-11-15,877.7
A84973012J,2008-05-15,905.8
A84973012J,2008-11-15,939.1
A84973012J,2009-05-15,973.6
A84973012J,2009-11-15,962.6
A84973012J,2010-05-15,1003.2
A84973012J,2010-11-15,1008.4
A84973012J,2011-05-15,1029.4
A84973012J,2011-11-15,1068.3
A84973012J,2012-05-15,1043.8
A84973012J,2012-11-15,1097.4
A84973012J,2013-05-15,1168.7
A84973012J,2013-11-15,1189.3
A84973012J,2014-05-15,1178.9
A84973012J,2014-11-15,1164.5
A84973012J,2015-05-15,1147.9
A84973012J,2015-11-15,1230.7
A84973012J,2016-05-15,1198.7
A84973012J,2016-11-15,1258.9
A84973012J,2017-05-15,1249.0
A84973012J,2017-11-15,1275.6
A84997645C,1994-11-15,493.8
A84997645C,1995-05-15,499.4
A84997645C,1995-11-15,509.3
A84997645C,1996-05-15,504.3
A84997645C,1996-11-15,521.5
